"Production et recettes brutes du lait, selon le type de marché, Québec (15 août 2018)";"";"";"";"";"";""
"Frais de mise en marché du lait ";"Fonds de développement";"Québec";"05-2017";"k$";"30,1";""
"Frais de mise en marché du lait ";"Fonds de développement";"Québec";"06-2017";"k$";"28,6";""
"Frais de mise en marché du lait ";"Fonds de développement";"Québec";"07-2017";"k$";"29,2";""
"Frais de mise en marché du lait ";"Fonds de développement";"Québec";"08-2017";"k$";"29,2";""
"Frais de mise en marché du lait ";"Fonds de développement";"Québec";"09-2017";"k$";"28,5";""
"Frais de mise en marché du lait ";"Fonds de développement";"Québec";"10-2017";"k$";"29,5";""
"Frais de mise en marché du lait ";"Fonds de développement";"Québec";"11-2017";"k$";"28,9";""
"Frais de mise en marché du lait ";"Fonds de développement";"Québec";"12-2017";"k$";"30,3";""
"Frais de mise en marché du lait ";"Fonds de développement";"Québec";"01-2018";"k$";"30,8";""
"Frais de mise en marché du lait ";"Fonds de développement";"Québec";"02-2018";"k$";"28,3";""
"Frais de mise en marché du lait ";"Fonds de développement";"Québec";"03-2018";"k$";"31,6";""
"Frais de mise en marché du lait ";"Fonds de développement";"Québec";"04-2018";"k$";"30,6";""
"Frais de mise en marché du lait ";"Fonds de développement";"Québec";"05-2018";"k$";"31,4";""
"Frais de mise en marché du lait ";"Fonds de développement";"Québec";"06-2018";"k$";"30,1";""
"Frais de mise en marché du lait ";"Fonds de développement";"Québec";"07-2018";"k$";"29,7";""
"Frais de mise en marché du lait ";"Transport";"Québec";"01-1999";"k$";"3971,2";""
"Frais de mise en marché du lait ";"Transport";"Québec";"02-1999";"k$";"3643,1";""
"Frais de mise en marché du lait ";"Transport";"Québec";"03-1999";"k$";"4066,8";""
"Frais de mise en marché du lait ";"Transport";"Québec";"04-1999";"k$";"4106,2";""
"Frais de mise en marché du lait ";"Transport";"Québec";"05-1999";"k$";"4234,9";""
"Frais de mise en marché du lait ";"Transport";"Québec";"06-1999";"k$";"3958,2";""
"Frais de mise en marché du lait ";"Transport";"Québec";"07-1999";"k$";"4003";""
"Frais de mise en marché du lait ";"Transport";"Québec";"08-1999";"k$";"3881,7";""
"Frais de mise en marché du lait ";"Transport";"Québec";"09-1999";"k$";"3692,3";""
"Frais de mise en marché du lait ";"Transport";"Québec";"10-1999";"k$";"3723,4";""
"Frais de mise en marché du lait ";"Transport";"Québec";"11-1999";"k$";"3696,5";""
"Frais de mise en marché du lait ";"Transport";"Québec";"12-1999";"k$";"3932,6";""
"Frais de mise en marché du lait ";"Transport";"Québec";"01-2000";"k$";"3938,4";""
"Frais de mise en marché du lait ";"Transport";"Québec";"02-2000";"k$";"3850,2";""
"Frais de mise en marché du lait ";"Transport";"Québec";"03-2000";"k$";"4177,6";""
"Frais de mise en marché du lait ";"Transport";"Québec";"04-2000";"k$";"4151,8";""
"Frais de mise en marché du lait ";"Transport";"Québec";"05-2000";"k$";"4259,4";""
"Frais de mise en marché du lait ";"Transport";"Québec";"06-2000";"k$";"4003,4";""
"Frais de mise en marché du lait ";"Transport";"Québec";"07-2000";"k$";"4097";""
"Frais de mise en marché du lait ";"Transport";"Québec";"08-2000";"k$";"3958,2";""
"Frais de mise en marché du lait ";"Transport";"Québec";"09-2000";"k$";"3824,6";""
"Frais de mise en marché du lait ";"Transport";"Québec";"10-2000";"k$";"3870,6";""
"Frais de mise en marché du lait ";"Transport";"Québec";"11-2000";"k$";"3806,8";""
"Frais de mise en marché du lait ";"Transport";"Québec";"12-2000";"k$";"4357,6";""
"Frais de mise en marché du lait ";"Transport";"Québec";"01-2001";"k$";"4364,9";""
"Frais de mise en marché du lait ";"Transport";"Québec";"02-2001";"k$";"3946";""
"Frais de mise en marché du lait ";"Transport";"Québec";"03-2001";"k$";"4594,1";""
"Frais de mise en marché du lait ";"Transport";"Québec";"04-2001";"k$";"4445,5";""
"Frais de mise en marché du lait ";"Transport";"Québec";"05-2001";"k$";"4729,2";""
"Frais de mise en marché du lait ";"Transport";"Québec";"06-2001";"k$";"4398,5";""
"Frais de mise en marché du lait ";"Transport";"Québec";"07-2001";"k$";"4708,9";""
"Frais de mise en marché du lait ";"Transport";"Québec";"08-2001";"k$";"5526,2";""
"Frais de mise en marché du lait ";"Transport";"Québec";"09-2001";"k$";"5441,4";""
"Frais de mise en marché du lait ";"Transport";"Québec";"10-2001";"k$";"5323,3";""
"Frais de mise en marché du lait ";"Transport";"Québec";"11-2001";"k$";"5680,2";""
"Frais de mise en marché du lait ";"Transport";"Québec";"12-2001";"k$";"5288,1";""
"Frais de mise en marché du lait ";"Transport";"Québec";"01-2002";"k$";"5510,2";""
"Frais de mise en marché du lait ";"Transport";"Québec";"02-2002";"k$";"5064,8";""
"Frais de mise en marché du lait ";"Transport";"Québec";"03-2002";"k$";"5599,7";""
"Frais de mise en marché du lait ";"Transport";"Québec";"04-2002";"k$";"5461,8";""
"Frais de mise en marché du lait ";"Transport";"Québec";"05-2002";"k$";"5381,5";""
"Frais de mise en marché du lait ";"Transport";"Québec";"06-2002";"k$";"5129,7";""
"Frais de mise en marché du lait ";"Transport";"Québec";"07-2002";"k$";"5177,6";""
"Frais de mise en marché du lait ";"Transport";"Québec";"08-2002";"k$";"5163,2";""
"Frais de mise en marché du lait ";"Transport";"Québec";"09-2002";"k$";"4916,6";""
"Frais de mise en marché du lait ";"Transport";"Québec";"10-2002";"k$";"5293,7";""
"Frais de mise en marché du lait ";"Transport";"Québec";"11-2002";"k$";"5171,5";""
"Frais de mise en marché du lait ";"Transport";"Québec";"12-2002";"k$";"5325,9";""
"Frais de mise en marché du lait ";"Transport";"Québec";"01-2003";"k$";"5311,2";""
"Frais de mise en marché du lait ";"Transport";"Québec";"02-2003";"k$";"4873,1";""
"Frais de mise en marché du lait ";"Transport";"Québec";"03-2003";"k$";"5880,2";""
"Frais de mise en marché du lait ";"Transport";"Québec";"04-2003";"k$";"6207,6";""
"Frais de mise en marché du lait ";"Transport";"Québec";"05-2003";"k$";"5843,6";""
"Frais de mise en marché du lait ";"Transport";"Québec";"06-2003";"k$";"5182,1";""
"Frais de mise en marché du lait ";"Transport";"Québec";"07-2003";"k$";"5483,2";""
"Frais de mise en marché du lait ";"Transport";"Québec";"08-2003";"k$";"5288,2";""
"Frais de mise en marché du lait ";"Transport";"Québec";"09-2003";"k$";"5251,7";""
"Frais de mise en marché du lait ";"Transport";"Québec";"10-2003";"k$";"5338,7";""
"Frais de mise en marché du lait ";"Transport";"Québec";"11-2003";"k$";"5191,5";""
"Frais de mise en marché du lait ";"Transport";"Québec";"12-2003";"k$";"5431,6";""
"Frais de mise en marché du lait ";"Transport";"Québec";"01-2004";"k$";"5602";""
"Frais de mise en marché du lait ";"Transport";"Québec";"02-2004";"k$";"5453,7";""
"Frais de mise en marché du lait ";"Transport";"Québec";"03-2004";"k$";"6306";""
"Frais de mise en marché du lait ";"Transport";"Québec";"04-2004";"k$";"6487,1";""
"Frais de mise en marché du lait ";"Transport";"Québec";"05-2004";"k$";"5960";""
"Frais de mise en marché du lait ";"Transport";"Québec";"06-2004";"k$";"5432,2";""
"Frais de mise en marché du lait ";"Transport";"Québec";"07-2004";"k$";"5562,1";""
"Frais de mise en marché du lait ";"Transport";"Québec";"08-2004";"k$";"5288,1";""
"Frais de mise en marché du lait ";"Transport";"Québec";"09-2004";"k$";"5223,6";""
"Frais de mise en marché du lait ";"Transport";"Québec";"10-2004";"k$";"5679,1";""
"Frais de mise en marché du lait ";"Transport";"Québec";"11-2004";"k$";"5283,9";""
"Frais de mise en marché du lait ";"Transport";"Québec";"12-2004";"k$";"5718,3";""
"Frais de mise en marché du lait ";"Transport";"Québec";"01-2005";"k$";"5801,2";""
"Frais de mise en marché du lait ";"Transport";"Québec";"02-2005";"k$";"5305,7";""
"Frais de mise en marché du lait ";"Transport";"Québec";"03-2005";"k$";"6244,3";""
"Frais de mise en marché du lait ";"Transport";"Québec";"04-2005";"k$";"6577,5";""
"Frais de mise en marché du lait ";"Transport";"Québec";"05-2005";"k$";"5927,9";""
"Frais de mise en marché du lait ";"Transport";"Québec";"06-2005";"k$";"5670,8";""
"Frais de mise en marché du lait ";"Transport";"Québec";"07-2005";"k$";"5799,3";""
"Frais de mise en marché du lait ";"Transport";"Québec";"08-2005";"k$";"5853,5";""
"Frais de mise en marché du lait ";"Transport";"Québec";"09-2005";"k$";"5583,4";""
"Frais de mise en marché du lait ";"Transport";"Québec";"10-2005";"k$";"5771,5";""
"Frais de mise en marché du lait ";"Transport";"Québec";"11-2005";"k$";"5630";""
"Frais de mise en marché du lait ";"Transport";"Québec";"12-2005";"k$";"6033,4";""
"Frais de mise en marché du lait ";"Transport";"Québec";"01-2006";"k$";"5968";""
"Frais de mise en marché du lait ";"Transport";"Québec";"02-2006";"k$";"5505,5";""
"Frais de mise en marché du lait ";"Transport";"Québec";"03-2006";"k$";"6496,8";""
"Frais de mise en marché du lait ";"Transport";"Québec";"04-2006";"k$";"6372,8";""
"Frais de mise en marché du lait ";"Transport";"Québec";"05-2006";"k$";"5945,2";""
"Frais de mise en marché du lait ";"Transport";"Québec";"06-2006";"k$";"5631,1";""
"Frais de mise en marché du lait ";"Transport";"Québec";"07-2006";"k$";"5966,2";""
"Frais de mise en marché du lait ";"Transport";"Québec";"08-2006";"k$";"5793,7";""
"Frais de mise en marché du lait ";"Transport";"Québec";"09-2006";"k$";"5746";""
"Frais de mise en marché du lait ";"Transport";"Québec";"10-2006";"k$";"5937,2";""
"Frais de mise en marché du lait ";"Transport";"Québec";"11-2006";"k$";"5697,1";""
"Frais de mise en marché du lait ";"Transport";"Québec";"12-2006";"k$";"5857,3";""
"Frais de mise en marché du lait ";"Transport";"Québec";"01-2007";"k$";"5890,4";""
"Frais de mise en marché du lait ";"Transport";"Québec";"02-2007";"k$";"5510,1";""
"Frais de mise en marché du lait ";"Transport";"Québec";"03-2007";"k$";"6312,7";""
"Frais de mise en marché du lait ";"Transport";"Québec";"04-2007";"k$";"6483,2";""
"Frais de mise en marché du lait ";"Transport";"Québec";"05-2007";"k$";"6240,8";""
"Frais de mise en marché du lait ";"Transport";"Québec";"06-2007";"k$";"5908,8";""
"Frais de mise en marché du lait ";"Transport";"Québec";"07-2007";"k$";"6008,7";""
"Frais de mise en marché du lait ";"Transport";"Québec";"08-2007";"k$";"5968,6";""
"Frais de mise en marché du lait ";"Transport";"Québec";"09-2007";"k$";"5897,7";""
"Frais de mise en marché du lait ";"Transport";"Québec";"10-2007";"k$";"5978,6";""
"Frais de mise en marché du lait ";"Transport";"Québec";"11-2007";"k$";"5938,1";""
"Frais de mise en marché du lait ";"Transport";"Québec";"12-2007";"k$";"6006,1";""
"Frais de mise en marché du lait ";"Transport";"Québec";"01-2008";"k$";"6061,3";""
"Frais de mise en marché du lait ";"Transport";"Québec";"02-2008";"k$";"5873,9";""
"Frais de mise en marché du lait ";"Transport";"Québec";"03-2008";"k$";"6422,5";""
"Frais de mise en marché du lait ";"Transport";"Québec";"04-2008";"k$";"6832,9";""
"Frais de mise en marché du lait ";"Transport";"Québec";"05-2008";"k$";"6560,3";""
"Frais de mise en marché du lait ";"Transport";"Québec";"06-2008";"k$";"5687,9";""
"Frais de mise en marché du lait ";"Transport";"Québec";"07-2008";"k$";"6253,4";""
"Frais de mise en marché du lait ";"Transport";"Québec";"08-2008";"k$";"6524,2";""
"Frais de mise en marché du lait ";"Transport";"Québec";"09-2008";"k$";"6224,7";""
"Frais de mise en marché du lait ";"Transport";"Québec";"10-2008";"k$";"6205,3";""
"Frais de mise en marché du lait ";"Transport";"Québec";"11-2008";"k$";"6240,6";""
"Frais de mise en marché du lait ";"Transport";"Québec";"12-2008";"k$";"6326,1";""
"Frais de mise en marché du lait ";"Transport";"Québec";"01-2009";"k$";"6046,3";""
"Frais de mise en marché du lait ";"Transport";"Québec";"02-2009";"k$";"5484,9";""
"Frais de mise en marché du lait ";"Transport";"Québec";"03-2009";"k$";"6549,3";""
"Frais de mise en marché du lait ";"Transport";"Québec";"04-2009";"k$";"6596,1";""
"Frais de mise en marché du lait ";"Transport";"Québec";"05-2009";"k$";"5849,6";""
"Frais de mise en marché du lait ";"Transport";"Québec";"06-2009";"k$";"5690,1";""
"Frais de mise en marché du lait ";"Transport";"Québec";"07-2009";"k$";"5837,8";""
"Frais de mise en marché du lait ";"Transport";"Québec";"08-2009";"k$";"6015,3";""
"Frais de mise en marché du lait ";"Transport";"Québec";"09-2009";"k$";"5845,8";""
"Frais de mise en marché du lait ";"Transport";"Québec";"10-2009";"k$";"5897,6";""
"Frais de mise en marché du lait ";"Transport";"Québec";"11-2009";"k$";"5886,1";""
"Frais de mise en marché du lait ";"Transport";"Québec";"12-2009";"k$";"6140,1";""
"Frais de mise en marché du lait ";"Transport";"Québec";"01-2010";"k$";"6094,9";""
"Frais de mise en marché du lait ";"Transport";"Québec";"02-2010";"k$";"5536,6";""
"Frais de mise en marché du lait ";"Transport";"Québec";"03-2010";"k$";"6948,8";""
"Frais de mise en marché du lait ";"Transport";"Québec";"04-2010";"k$";"6370,7";""
"Frais de mise en marché du lait ";"Transport";"Québec";"05-2010";"k$";"5837,9";""
"Frais de mise en marché du lait ";"Transport";"Québec";"06-2010";"k$";"6055,8";""
"Frais de mise en marché du lait ";"Transport";"Québec";"07-2010";"k$";"6209,4";""
"Frais de mise en marché du lait ";"Transport";"Québec";"08-2010";"k$";"6071";""
"Frais de mise en marché du lait ";"Transport";"Québec";"09-2010";"k$";"6127,4";""
"Frais de mise en marché du lait ";"Transport";"Québec";"10-2010";"k$";"6072";""
"Frais de mise en marché du lait ";"Transport";"Québec";"11-2010";"k$";"5954";""
"Frais de mise en marché du lait ";"Transport";"Québec";"12-2010";"k$";"6260,6";""
"Frais de mise en marché du lait ";"Transport";"Québec";"01-2011";"k$";"6268,8";""
"Frais de mise en marché du lait ";"Transport";"Québec";"02-2011";"k$";"5804,7";""
"Frais de mise en marché du lait ";"Transport";"Québec";"03-2011";"k$";"6784,6";""
"Frais de mise en marché du lait ";"Transport";"Québec";"04-2011";"k$";"7132";""
"Frais de mise en marché du lait ";"Transport";"Québec";"05-2011";"k$";"6429,7";""
"Frais de mise en marché du lait ";"Transport";"Québec";"06-2011";"k$";"6228,8";""
"Frais de mise en marché du lait ";"Transport";"Québec";"07-2011";"k$";"6489,3";""
"Frais de mise en marché du lait ";"Transport";"Québec";"08-2011";"k$";"6542,4";""
"Frais de mise en marché du lait ";"Transport";"Québec";"09-2011";"k$";"6193,9";""
"Frais de mise en marché du lait ";"Transport";"Québec";"10-2011";"k$";"6253,1";""
"Frais de mise en marché du lait ";"Transport";"Québec";"11-2011";"k$";"6136,9";""
"Frais de mise en marché du lait ";"Transport";"Québec";"12-2011";"k$";"6426";""
"Frais de mise en marché du lait ";"Transport";"Québec";"01-2012";"k$";"6620,4";""
"Frais de mise en marché du lait ";"Transport";"Québec";"02-2012";"k$";"6165,6";""
"Frais de mise en marché du lait ";"Transport";"Québec";"03-2012";"k$";"7418,1";""
"Frais de mise en marché du lait ";"Transport";"Québec";"04-2012";"k$";"6989,7";""
"Frais de mise en marché du lait ";"Transport";"Québec";"05-2012";"k$";"6354,6";""
"Frais de mise en marché du lait ";"Transport";"Québec";"06-2012";"k$";"6409,1";""
"Frais de mise en marché du lait ";"Transport";"Québec";"07-2012";"k$";"6407,9";""
"Frais de mise en marché du lait ";"Transport";"Québec";"08-2012";"k$";"6460,2";""
"Frais de mise en marché du lait ";"Transport";"Québec";"09-2012";"k$";"6349";""
"Frais de mise en marché du lait ";"Transport";"Québec";"10-2012";"k$";"6613,8";""
"Frais de mise en marché du lait ";"Transport";"Québec";"11-2012";"k$";"6380,7";""
"Frais de mise en marché du lait ";"Transport";"Québec";"12-2012";"k$";"6596,1";""
"Frais de mise en marché du lait ";"Transport";"Québec";"01-2013";"k$";"6780,3";""
"Frais de mise en marché du lait ";"Transport";"Québec";"02-2013";"k$";"6080,1";""
"Frais de mise en marché du lait ";"Transport";"Québec";"03-2013";"k$";"7257";""
"Frais de mise en marché du lait ";"Transport";"Québec";"04-2013";"k$";"7361,8";""
"Frais de mise en marché du lait ";"Transport";"Québec";"05-2013";"k$";"6798";""
"Frais de mise en marché du lait ";"Transport";"Québec";"06-2013";"k$";"6359,3";""
