"Production et recettes brutes du lait, selon le type de marché, Québec (15 août 2018)";"";"";"";"";"";"";""
"Production laitière ";"Total (Type de production ou marché)";"Total (Composantes laitières)";"Québec";"04-2018";"hl";"2835211,42";""
"Production laitière ";"Total (Type de production ou marché)";"Total (Composantes laitières)";"Québec";"05-2018";"hl";"2925285,06";""
"Production laitière ";"Total (Type de production ou marché)";"Total (Composantes laitières)";"Québec";"06-2018";"hl";"2820540,22";""
"Production laitière ";"Total (Type de production ou marché)";"Total (Composantes laitières)";"Québec";"07-2018";"hl";"2822621,42";""
"Production laitière ";"Total (Type de production ou marché)";"Matière grasse";"Québec";"01-1999";"kg";"9693470";""
"Production laitière ";"Total (Type de production ou marché)";"Matière grasse";"Québec";"02-1999";"kg";"8823721";""
"Production laitière ";"Total (Type de production ou marché)";"Matière grasse";"Québec";"03-1999";"kg";"9903984";""
"Production laitière ";"Total (Type de production ou marché)";"Matière grasse";"Québec";"04-1999";"kg";"9811802";""
"Production laitière ";"Total (Type de production ou marché)";"Matière grasse";"Québec";"05-1999";"kg";"10186989";""
"Production laitière ";"Total (Type de production ou marché)";"Matière grasse";"Québec";"06-1999";"kg";"9523800";""
"Production laitière ";"Total (Type de production ou marché)";"Matière grasse";"Québec";"07-1999";"kg";"9162890";""
"Production laitière ";"Total (Type de production ou marché)";"Matière grasse";"Québec";"08-1999";"kg";"9006690";""
"Production laitière ";"Total (Type de production ou marché)";"Matière grasse";"Québec";"09-1999";"kg";"8711949";""
"Production laitière ";"Total (Type de production ou marché)";"Matière grasse";"Québec";"10-1999";"kg";"9181781";""
"Production laitière ";"Total (Type de production ou marché)";"Matière grasse";"Québec";"11-1999";"kg";"9010832";""
"Production laitière ";"Total (Type de production ou marché)";"Matière grasse";"Québec";"12-1999";"kg";"9517199";""
"Production laitière ";"Total (Type de production ou marché)";"Matière grasse";"Québec";"01-2000";"kg";"9722960";""
"Production laitière ";"Total (Type de production ou marché)";"Matière grasse";"Québec";"02-2000";"kg";"9173700";""
"Production laitière ";"Total (Type de production ou marché)";"Matière grasse";"Québec";"03-2000";"kg";"9893496";""
"Production laitière ";"Total (Type de production ou marché)";"Matière grasse";"Québec";"04-2000";"kg";"9678972";""
"Production laitière ";"Total (Type de production ou marché)";"Matière grasse";"Québec";"05-2000";"kg";"9980139";""
"Production laitière ";"Total (Type de production ou marché)";"Matière grasse";"Québec";"06-2000";"kg";"9600661";""
"Production laitière ";"Total (Type de production ou marché)";"Matière grasse";"Québec";"07-2000";"kg";"9250734";""
"Production laitière ";"Total (Type de production ou marché)";"Matière grasse";"Québec";"08-2000";"kg";"8984577";""
"Production laitière ";"Total (Type de production ou marché)";"Matière grasse";"Québec";"09-2000";"kg";"8945170";""
"Production laitière ";"Total (Type de production ou marché)";"Matière grasse";"Québec";"10-2000";"kg";"9442247";""
"Production laitière ";"Total (Type de production ou marché)";"Matière grasse";"Québec";"11-2000";"kg";"9005342";""
"Production laitière ";"Total (Type de production ou marché)";"Matière grasse";"Québec";"12-2000";"kg";"9449048";""
"Production laitière ";"Total (Type de production ou marché)";"Matière grasse";"Québec";"01-2001";"kg";"9502374";""
"Production laitière ";"Total (Type de production ou marché)";"Matière grasse";"Québec";"02-2001";"kg";"8605337";""
"Production laitière ";"Total (Type de production ou marché)";"Matière grasse";"Québec";"03-2001";"kg";"9529178";""
"Production laitière ";"Total (Type de production ou marché)";"Matière grasse";"Québec";"04-2001";"kg";"9246670";""
"Production laitière ";"Total (Type de production ou marché)";"Matière grasse";"Québec";"05-2001";"kg";"9586764";""
"Production laitière ";"Total (Type de production ou marché)";"Matière grasse";"Québec";"06-2001";"kg";"9028080";""
"Production laitière ";"Total (Type de production ou marché)";"Matière grasse";"Québec";"07-2001";"kg";"8830372";""
"Production laitière ";"Total (Type de production ou marché)";"Matière grasse";"Québec";"08-2001";"kg";"8856105";""
"Production laitière ";"Total (Type de production ou marché)";"Matière grasse";"Québec";"09-2001";"kg";"8833283";""
"Production laitière ";"Total (Type de production ou marché)";"Matière grasse";"Québec";"10-2001";"kg";"9329528";""
"Production laitière ";"Total (Type de production ou marché)";"Matière grasse";"Québec";"11-2001";"kg";"9118215";""
"Production laitière ";"Total (Type de production ou marché)";"Matière grasse";"Québec";"12-2001";"kg";"9256766";""
"Production laitière ";"Total (Type de production ou marché)";"Matière grasse";"Québec";"01-2002";"kg";"9688051";""
"Production laitière ";"Total (Type de production ou marché)";"Matière grasse";"Québec";"02-2002";"kg";"8763362";""
"Production laitière ";"Total (Type de production ou marché)";"Matière grasse";"Québec";"03-2002";"kg";"9645587";""
"Production laitière ";"Total (Type de production ou marché)";"Matière grasse";"Québec";"04-2002";"kg";"9276793";""
"Production laitière ";"Total (Type de production ou marché)";"Matière grasse";"Québec";"05-2002";"kg";"9118462";""
"Production laitière ";"Total (Type de production ou marché)";"Matière grasse";"Québec";"06-2002";"kg";"8612429";""
"Production laitière ";"Total (Type de production ou marché)";"Matière grasse";"Québec";"07-2002";"kg";"8295186";""
"Production laitière ";"Total (Type de production ou marché)";"Matière grasse";"Québec";"08-2002";"kg";"7968942";""
"Production laitière ";"Total (Type de production ou marché)";"Matière grasse";"Québec";"09-2002";"kg";"7970342";""
"Production laitière ";"Total (Type de production ou marché)";"Matière grasse";"Québec";"10-2002";"kg";"8598319";""
"Production laitière ";"Total (Type de production ou marché)";"Matière grasse";"Québec";"11-2002";"kg";"8624152";""
"Production laitière ";"Total (Type de production ou marché)";"Matière grasse";"Québec";"12-2002";"kg";"9233165";""
"Production laitière ";"Total (Type de production ou marché)";"Matière grasse";"Québec";"01-2003";"kg";"9503724";""
"Production laitière ";"Total (Type de production ou marché)";"Matière grasse";"Québec";"02-2003";"kg";"8556905";""
"Production laitière ";"Total (Type de production ou marché)";"Matière grasse";"Québec";"03-2003";"kg";"9617622";""
"Production laitière ";"Total (Type de production ou marché)";"Matière grasse";"Québec";"04-2003";"kg";"9476818";""
"Production laitière ";"Total (Type de production ou marché)";"Matière grasse";"Québec";"05-2003";"kg";"9902614";""
"Production laitière ";"Total (Type de production ou marché)";"Matière grasse";"Québec";"06-2003";"kg";"9442919";""
"Production laitière ";"Total (Type de production ou marché)";"Matière grasse";"Québec";"07-2003";"kg";"9281219";""
"Production laitière ";"Total (Type de production ou marché)";"Matière grasse";"Québec";"08-2003";"kg";"8964498";""
"Production laitière ";"Total (Type de production ou marché)";"Matière grasse";"Québec";"09-2003";"kg";"8830235";""
"Production laitière ";"Total (Type de production ou marché)";"Matière grasse";"Québec";"10-2003";"kg";"9301340";""
"Production laitière ";"Total (Type de production ou marché)";"Matière grasse";"Québec";"11-2003";"kg";"9121696";""
"Production laitière ";"Total (Type de production ou marché)";"Matière grasse";"Québec";"12-2003";"kg";"9643752";""
"Production laitière ";"Total (Type de production ou marché)";"Matière grasse";"Québec";"01-2004";"kg";"9792278";""
"Production laitière ";"Total (Type de production ou marché)";"Matière grasse";"Québec";"02-2004";"kg";"9292675";""
"Production laitière ";"Total (Type de production ou marché)";"Matière grasse";"Québec";"03-2004";"kg";"10022680";""
"Production laitière ";"Total (Type de production ou marché)";"Matière grasse";"Québec";"04-2004";"kg";"9717229";""
"Production laitière ";"Total (Type de production ou marché)";"Matière grasse";"Québec";"05-2004";"kg";"9967357";""
"Production laitière ";"Total (Type de production ou marché)";"Matière grasse";"Québec";"06-2004";"kg";"9511036";""
"Production laitière ";"Total (Type de production ou marché)";"Matière grasse";"Québec";"07-2004";"kg";"9349542";""
"Production laitière ";"Total (Type de production ou marché)";"Matière grasse";"Québec";"08-2004";"kg";"9181401";""
"Production laitière ";"Total (Type de production ou marché)";"Matière grasse";"Québec";"09-2004";"kg";"8993077";""
"Production laitière ";"Total (Type de production ou marché)";"Matière grasse";"Québec";"10-2004";"kg";"9399438";""
"Production laitière ";"Total (Type de production ou marché)";"Matière grasse";"Québec";"11-2004";"kg";"9240423";""
"Production laitière ";"Total (Type de production ou marché)";"Matière grasse";"Québec";"12-2004";"kg";"9684291";""
"Production laitière ";"Total (Type de production ou marché)";"Matière grasse";"Québec";"01-2005";"kg";"9868335";""
"Production laitière ";"Total (Type de production ou marché)";"Matière grasse";"Québec";"02-2005";"kg";"9001021";""
"Production laitière ";"Total (Type de production ou marché)";"Matière grasse";"Québec";"03-2005";"kg";"10000439";""
"Production laitière ";"Total (Type de production ou marché)";"Matière grasse";"Québec";"04-2005";"kg";"9596938";""
"Production laitière ";"Total (Type de production ou marché)";"Matière grasse";"Québec";"05-2005";"kg";"9892367";""
"Production laitière ";"Total (Type de production ou marché)";"Matière grasse";"Québec";"06-2005";"kg";"9470963";""
"Production laitière ";"Total (Type de production ou marché)";"Matière grasse";"Québec";"07-2005";"kg";"9192227";""
"Production laitière ";"Total (Type de production ou marché)";"Matière grasse";"Québec";"08-2005";"kg";"9192286";""
"Production laitière ";"Total (Type de production ou marché)";"Matière grasse";"Québec";"09-2005";"kg";"8936709";""
"Production laitière ";"Total (Type de production ou marché)";"Matière grasse";"Québec";"10-2005";"kg";"9337488";""
"Production laitière ";"Total (Type de production ou marché)";"Matière grasse";"Québec";"11-2005";"kg";"9143234";""
"Production laitière ";"Total (Type de production ou marché)";"Matière grasse";"Québec";"12-2005";"kg";"9637857";""
"Production laitière ";"Total (Type de production ou marché)";"Matière grasse";"Québec";"01-2006";"kg";"9840052";""
"Production laitière ";"Total (Type de production ou marché)";"Matière grasse";"Québec";"02-2006";"kg";"8942070";""
"Production laitière ";"Total (Type de production ou marché)";"Matière grasse";"Québec";"03-2006";"kg";"9889928";""
"Production laitière ";"Total (Type de production ou marché)";"Matière grasse";"Québec";"04-2006";"kg";"9486046";""
"Production laitière ";"Total (Type de production ou marché)";"Matière grasse";"Québec";"05-2006";"kg";"9629382";""
"Production laitière ";"Total (Type de production ou marché)";"Matière grasse";"Québec";"06-2006";"kg";"9077767";""
"Production laitière ";"Total (Type de production ou marché)";"Matière grasse";"Québec";"07-2006";"kg";"8918360";""
"Production laitière ";"Total (Type de production ou marché)";"Matière grasse";"Québec";"08-2006";"kg";"9000826";""
"Production laitière ";"Total (Type de production ou marché)";"Matière grasse";"Québec";"09-2006";"kg";"8921886";""
"Production laitière ";"Total (Type de production ou marché)";"Matière grasse";"Québec";"10-2006";"kg";"9278376";""
"Production laitière ";"Total (Type de production ou marché)";"Matière grasse";"Québec";"11-2006";"kg";"9037140";""
"Production laitière ";"Total (Type de production ou marché)";"Matière grasse";"Québec";"12-2006";"kg";"9396290";""
"Production laitière ";"Total (Type de production ou marché)";"Matière grasse";"Québec";"01-2007";"kg";"9473302";""
"Production laitière ";"Total (Type de production ou marché)";"Matière grasse";"Québec";"02-2007";"kg";"8605822";""
"Production laitière ";"Total (Type de production ou marché)";"Matière grasse";"Québec";"03-2007";"kg";"9561270";""
"Production laitière ";"Total (Type de production ou marché)";"Matière grasse";"Québec";"04-2007";"kg";"9436160";""
"Production laitière ";"Total (Type de production ou marché)";"Matière grasse";"Québec";"05-2007";"kg";"9812201";""
"Production laitière ";"Total (Type de production ou marché)";"Matière grasse";"Québec";"06-2007";"kg";"9541680";""
"Production laitière ";"Total (Type de production ou marché)";"Matière grasse";"Québec";"07-2007";"kg";"9590199";""
