"Production et recettes brutes du lait, selon le type de marché, Québec (15 août 2018)";"";"";"";"";"";"";"";""
"Prix moyen du lait ";"Total (Type de production ou marché)";"Total (Composantes laitières)";"..Montant brut";"Québec";"11-2014";"$/hl";"85,4466";""
"Prix moyen du lait ";"Total (Type de production ou marché)";"Total (Composantes laitières)";"..Montant brut";"Québec";"12-2014";"$/hl";"83,4858";""
"Prix moyen du lait ";"Total (Type de production ou marché)";"Total (Composantes laitières)";"..Montant brut";"Québec";"01-2015";"$/hl";"79,8871";""
"Prix moyen du lait ";"Total (Type de production ou marché)";"Total (Composantes laitières)";"..Montant brut";"Québec";"02-2015";"$/hl";"80,8185";""
"Prix moyen du lait ";"Total (Type de production ou marché)";"Total (Composantes laitières)";"..Montant brut";"Québec";"03-2015";"$/hl";"82,4861";""
"Prix moyen du lait ";"Total (Type de production ou marché)";"Total (Composantes laitières)";"..Montant brut";"Québec";"04-2015";"$/hl";"78,3668";""
"Prix moyen du lait ";"Total (Type de production ou marché)";"Total (Composantes laitières)";"..Montant brut";"Québec";"05-2015";"$/hl";"77,1208";""
"Prix moyen du lait ";"Total (Type de production ou marché)";"Total (Composantes laitières)";"..Montant brut";"Québec";"06-2015";"$/hl";"76,6446";""
"Prix moyen du lait ";"Total (Type de production ou marché)";"Total (Composantes laitières)";"..Montant brut";"Québec";"07-2015";"$/hl";"73,1232";""
"Prix moyen du lait ";"Total (Type de production ou marché)";"Total (Composantes laitières)";"..Montant brut";"Québec";"08-2015";"$/hl";"75,1342";""
"Prix moyen du lait ";"Total (Type de production ou marché)";"Total (Composantes laitières)";"..Montant brut";"Québec";"09-2015";"$/hl";"77,5697";""
"Prix moyen du lait ";"Total (Type de production ou marché)";"Total (Composantes laitières)";"..Montant brut";"Québec";"10-2015";"$/hl";"80,767";""
"Prix moyen du lait ";"Total (Type de production ou marché)";"Total (Composantes laitières)";"..Montant brut";"Québec";"11-2015";"$/hl";"82,1346";""
"Prix moyen du lait ";"Total (Type de production ou marché)";"Total (Composantes laitières)";"..Montant brut";"Québec";"12-2015";"$/hl";"78,8442";""
"Prix moyen du lait ";"Total (Type de production ou marché)";"Total (Composantes laitières)";"..Montant brut";"Québec";"01-2016";"$/hl";"75,6675";""
"Prix moyen du lait ";"Total (Type de production ou marché)";"Total (Composantes laitières)";"..Montant brut";"Québec";"02-2016";"$/hl";"76,3182";""
"Prix moyen du lait ";"Total (Type de production ou marché)";"Total (Composantes laitières)";"..Montant brut";"Québec";"03-2016";"$/hl";"78,1947";""
"Prix moyen du lait ";"Total (Type de production ou marché)";"Total (Composantes laitières)";"..Montant brut";"Québec";"04-2016";"$/hl";"78,126";""
"Prix moyen du lait ";"Total (Type de production ou marché)";"Total (Composantes laitières)";"..Montant brut";"Québec";"05-2016";"$/hl";"78,3372";""
"Prix moyen du lait ";"Total (Type de production ou marché)";"Total (Composantes laitières)";"..Montant brut";"Québec";"06-2016";"$/hl";"77,9058";""
"Prix moyen du lait ";"Total (Type de production ou marché)";"Total (Composantes laitières)";"..Montant brut";"Québec";"07-2016";"$/hl";"73,1257";""
"Prix moyen du lait ";"Total (Type de production ou marché)";"Total (Composantes laitières)";"..Montant brut";"Québec";"08-2016";"$/hl";"78,574";""
"Prix moyen du lait ";"Total (Type de production ou marché)";"Total (Composantes laitières)";"..Montant brut";"Québec";"09-2016";"$/hl";"78,4237";""
"Prix moyen du lait ";"Total (Type de production ou marché)";"Total (Composantes laitières)";"..Montant brut";"Québec";"10-2016";"$/hl";"80,3568";""
"Prix moyen du lait ";"Total (Type de production ou marché)";"Total (Composantes laitières)";"..Montant brut";"Québec";"11-2016";"$/hl";"81,678";""
"Prix moyen du lait ";"Total (Type de production ou marché)";"Total (Composantes laitières)";"..Montant brut";"Québec";"12-2016";"$/hl";"82,3955";""
"Prix moyen du lait ";"Total (Type de production ou marché)";"Total (Composantes laitières)";"..Montant brut";"Québec";"01-2017";"$/hl";"76,8573";""
"Prix moyen du lait ";"Total (Type de production ou marché)";"Total (Composantes laitières)";"..Montant brut";"Québec";"02-2017";"$/hl";"78,5883";""
"Prix moyen du lait ";"Total (Type de production ou marché)";"Total (Composantes laitières)";"..Montant brut";"Québec";"03-2017";"$/hl";"78,3391";""
"Prix moyen du lait ";"Total (Type de production ou marché)";"Total (Composantes laitières)";"..Montant brut";"Québec";"04-2017";"$/hl";"74,8556";""
"Prix moyen du lait ";"Total (Type de production ou marché)";"Total (Composantes laitières)";"..Montant brut";"Québec";"05-2017";"$/hl";"77,1691";""
"Prix moyen du lait ";"Total (Type de production ou marché)";"Total (Composantes laitières)";"..Montant brut";"Québec";"06-2017";"$/hl";"77,7693";""
"Prix moyen du lait ";"Total (Type de production ou marché)";"Total (Composantes laitières)";"..Montant brut";"Québec";"07-2017";"$/hl";"75,8705";""
"Prix moyen du lait ";"Total (Type de production ou marché)";"Total (Composantes laitières)";"..Montant brut";"Québec";"08-2017";"$/hl";"79,2674";""
"Prix moyen du lait ";"Total (Type de production ou marché)";"Total (Composantes laitières)";"..Montant brut";"Québec";"09-2017";"$/hl";"77,5";""
"Prix moyen du lait ";"Total (Type de production ou marché)";"Total (Composantes laitières)";"..Montant brut";"Québec";"10-2017";"$/hl";"79,0947";""
"Prix moyen du lait ";"Total (Type de production ou marché)";"Total (Composantes laitières)";"..Montant brut";"Québec";"11-2017";"$/hl";"79,2567";""
"Prix moyen du lait ";"Total (Type de production ou marché)";"Total (Composantes laitières)";"..Montant brut";"Québec";"12-2017";"$/hl";"77,7346";""
"Prix moyen du lait ";"Total (Type de production ou marché)";"Total (Composantes laitières)";"..Montant brut";"Québec";"01-2018";"$/hl";"76,8838";""
"Prix moyen du lait ";"Total (Type de production ou marché)";"Total (Composantes laitières)";"..Montant brut";"Québec";"02-2018";"$/hl";"76,6729";""
"Prix moyen du lait ";"Total (Type de production ou marché)";"Total (Composantes laitières)";"..Montant brut";"Québec";"03-2018";"$/hl";"75,0989";""
"Prix moyen du lait ";"Total (Type de production ou marché)";"Total (Composantes laitières)";"..Montant brut";"Québec";"04-2018";"$/hl";"72,191";""
"Prix moyen du lait ";"Total (Type de production ou marché)";"Total (Composantes laitières)";"..Montant brut";"Québec";"05-2018";"$/hl";"74,5614";""
"Prix moyen du lait ";"Total (Type de production ou marché)";"Total (Composantes laitières)";"..Montant brut";"Québec";"06-2018";"$/hl";"72,7757";""
"Prix moyen du lait ";"Total (Type de production ou marché)";"Total (Composantes laitières)";"..Montant brut";"Québec";"07-2018";"$/hl";"73,3016";""
"Prix moyen du lait ";"Total (Type de production ou marché)";"Total (Composantes laitières)";"..Montant net";"Québec";"01-1999";"$/hl";"51,443";""
"Prix moyen du lait ";"Total (Type de production ou marché)";"Total (Composantes laitières)";"..Montant net";"Québec";"02-1999";"$/hl";"52,9455";""
"Prix moyen du lait ";"Total (Type de production ou marché)";"Total (Composantes laitières)";"..Montant net";"Québec";"03-1999";"$/hl";"51,7543";""
"Prix moyen du lait ";"Total (Type de production ou marché)";"Total (Composantes laitières)";"..Montant net";"Québec";"04-1999";"$/hl";"50,9952";""
"Prix moyen du lait ";"Total (Type de production ou marché)";"Total (Composantes laitières)";"..Montant net";"Québec";"05-1999";"$/hl";"48,8942";""
"Prix moyen du lait ";"Total (Type de production ou marché)";"Total (Composantes laitières)";"..Montant net";"Québec";"06-1999";"$/hl";"47,6961";""
"Prix moyen du lait ";"Total (Type de production ou marché)";"Total (Composantes laitières)";"..Montant net";"Québec";"07-1999";"$/hl";"48,8057";""
"Prix moyen du lait ";"Total (Type de production ou marché)";"Total (Composantes laitières)";"..Montant net";"Québec";"08-1999";"$/hl";"51,9632";""
"Prix moyen du lait ";"Total (Type de production ou marché)";"Total (Composantes laitières)";"..Montant net";"Québec";"09-1999";"$/hl";"50,5145";""
"Prix moyen du lait ";"Total (Type de production ou marché)";"Total (Composantes laitières)";"..Montant net";"Québec";"10-1999";"$/hl";"54,3847";""
"Prix moyen du lait ";"Total (Type de production ou marché)";"Total (Composantes laitières)";"..Montant net";"Québec";"11-1999";"$/hl";"53,957";""
"Prix moyen du lait ";"Total (Type de production ou marché)";"Total (Composantes laitières)";"..Montant net";"Québec";"12-1999";"$/hl";"53,381";""
"Prix moyen du lait ";"Total (Type de production ou marché)";"Total (Composantes laitières)";"..Montant net";"Québec";"01-2000";"$/hl";"50,8545";""
"Prix moyen du lait ";"Total (Type de production ou marché)";"Total (Composantes laitières)";"..Montant net";"Québec";"02-2000";"$/hl";"54,4103";""
"Prix moyen du lait ";"Total (Type de production ou marché)";"Total (Composantes laitières)";"..Montant net";"Québec";"03-2000";"$/hl";"54,4488";""
"Prix moyen du lait ";"Total (Type de production ou marché)";"Total (Composantes laitières)";"..Montant net";"Québec";"04-2000";"$/hl";"53,63";""
"Prix moyen du lait ";"Total (Type de production ou marché)";"Total (Composantes laitières)";"..Montant net";"Québec";"05-2000";"$/hl";"51,9437";""
"Prix moyen du lait ";"Total (Type de production ou marché)";"Total (Composantes laitières)";"..Montant net";"Québec";"06-2000";"$/hl";"54,5147";""
"Prix moyen du lait ";"Total (Type de production ou marché)";"Total (Composantes laitières)";"..Montant net";"Québec";"07-2000";"$/hl";"50,3306";""
"Prix moyen du lait ";"Total (Type de production ou marché)";"Total (Composantes laitières)";"..Montant net";"Québec";"08-2000";"$/hl";"54,3814";""
"Prix moyen du lait ";"Total (Type de production ou marché)";"Total (Composantes laitières)";"..Montant net";"Québec";"09-2000";"$/hl";"56,2188";""
"Prix moyen du lait ";"Total (Type de production ou marché)";"Total (Composantes laitières)";"..Montant net";"Québec";"10-2000";"$/hl";"55,9372";""
"Prix moyen du lait ";"Total (Type de production ou marché)";"Total (Composantes laitières)";"..Montant net";"Québec";"11-2000";"$/hl";"57,3872";""
"Prix moyen du lait ";"Total (Type de production ou marché)";"Total (Composantes laitières)";"..Montant net";"Québec";"12-2000";"$/hl";"55,6162";""
"Prix moyen du lait ";"Total (Type de production ou marché)";"Total (Composantes laitières)";"..Montant net";"Québec";"01-2001";"$/hl";"51,9742";""
"Prix moyen du lait ";"Total (Type de production ou marché)";"Total (Composantes laitières)";"..Montant net";"Québec";"02-2001";"$/hl";"57,6046";""
"Prix moyen du lait ";"Total (Type de production ou marché)";"Total (Composantes laitières)";"..Montant net";"Québec";"03-2001";"$/hl";"55,9351";""
"Prix moyen du lait ";"Total (Type de production ou marché)";"Total (Composantes laitières)";"..Montant net";"Québec";"04-2001";"$/hl";"57,27";""
"Prix moyen du lait ";"Total (Type de production ou marché)";"Total (Composantes laitières)";"..Montant net";"Québec";"05-2001";"$/hl";"56,3606";""
"Prix moyen du lait ";"Total (Type de production ou marché)";"Total (Composantes laitières)";"..Montant net";"Québec";"06-2001";"$/hl";"52,8596";""
"Prix moyen du lait ";"Total (Type de production ou marché)";"Total (Composantes laitières)";"..Montant net";"Québec";"07-2001";"$/hl";"52,4434";""
"Prix moyen du lait ";"Total (Type de production ou marché)";"Total (Composantes laitières)";"..Montant net";"Québec";"08-2001";"$/hl";"56,7964";""
"Prix moyen du lait ";"Total (Type de production ou marché)";"Total (Composantes laitières)";"..Montant net";"Québec";"09-2001";"$/hl";"57,9426";""
"Prix moyen du lait ";"Total (Type de production ou marché)";"Total (Composantes laitières)";"..Montant net";"Québec";"10-2001";"$/hl";"56,6132";""
"Prix moyen du lait ";"Total (Type de production ou marché)";"Total (Composantes laitières)";"..Montant net";"Québec";"11-2001";"$/hl";"57,7266";""
"Prix moyen du lait ";"Total (Type de production ou marché)";"Total (Composantes laitières)";"..Montant net";"Québec";"12-2001";"$/hl";"55,6287";""
"Prix moyen du lait ";"Total (Type de production ou marché)";"Total (Composantes laitières)";"..Montant net";"Québec";"01-2002";"$/hl";"55,7227";""
"Prix moyen du lait ";"Total (Type de production ou marché)";"Total (Composantes laitières)";"..Montant net";"Québec";"02-2002";"$/hl";"56,1409";""
"Prix moyen du lait ";"Total (Type de production ou marché)";"Total (Composantes laitières)";"..Montant net";"Québec";"03-2002";"$/hl";"53,2135";""
"Prix moyen du lait ";"Total (Type de production ou marché)";"Total (Composantes laitières)";"..Montant net";"Québec";"04-2002";"$/hl";"53,8322";""
"Prix moyen du lait ";"Total (Type de production ou marché)";"Total (Composantes laitières)";"..Montant net";"Québec";"05-2002";"$/hl";"55,4629";""
"Prix moyen du lait ";"Total (Type de production ou marché)";"Total (Composantes laitières)";"..Montant net";"Québec";"06-2002";"$/hl";"59,653";""
"Prix moyen du lait ";"Total (Type de production ou marché)";"Total (Composantes laitières)";"..Montant net";"Québec";"07-2002";"$/hl";"56,9528";""
"Prix moyen du lait ";"Total (Type de production ou marché)";"Total (Composantes laitières)";"..Montant net";"Québec";"08-2002";"$/hl";"57,4876";""
"Prix moyen du lait ";"Total (Type de production ou marché)";"Total (Composantes laitières)";"..Montant net";"Québec";"09-2002";"$/hl";"56,8902";""
"Prix moyen du lait ";"Total (Type de production ou marché)";"Total (Composantes laitières)";"..Montant net";"Québec";"10-2002";"$/hl";"58,4314";""
"Prix moyen du lait ";"Total (Type de production ou marché)";"Total (Composantes laitières)";"..Montant net";"Québec";"11-2002";"$/hl";"57,8518";""
"Prix moyen du lait ";"Total (Type de production ou marché)";"Total (Composantes laitières)";"..Montant net";"Québec";"12-2002";"$/hl";"58,3379";""
"Prix moyen du lait ";"Total (Type de production ou marché)";"Total (Composantes laitières)";"..Montant net";"Québec";"01-2003";"$/hl";"56,1147";""
"Prix moyen du lait ";"Total (Type de production ou marché)";"Total (Composantes laitières)";"..Montant net";"Québec";"02-2003";"$/hl";"60,3854";""
"Prix moyen du lait ";"Total (Type de production ou marché)";"Total (Composantes laitières)";"..Montant net";"Québec";"03-2003";"$/hl";"59,7794";""
"Prix moyen du lait ";"Total (Type de production ou marché)";"Total (Composantes laitières)";"..Montant net";"Québec";"04-2003";"$/hl";"60,1887";""
"Prix moyen du lait ";"Total (Type de production ou marché)";"Total (Composantes laitières)";"..Montant net";"Québec";"05-2003";"$/hl";"59,3773";""
"Prix moyen du lait ";"Total (Type de production ou marché)";"Total (Composantes laitières)";"..Montant net";"Québec";"06-2003";"$/hl";"59,9428";""
"Prix moyen du lait ";"Total (Type de production ou marché)";"Total (Composantes laitières)";"..Montant net";"Québec";"07-2003";"$/hl";"56,0148";""
"Prix moyen du lait ";"Total (Type de production ou marché)";"Total (Composantes laitières)";"..Montant net";"Québec";"08-2003";"$/hl";"57,3501";""
"Prix moyen du lait ";"Total (Type de production ou marché)";"Total (Composantes laitières)";"..Montant net";"Québec";"09-2003";"$/hl";"61,5294";""
"Prix moyen du lait ";"Total (Type de production ou marché)";"Total (Composantes laitières)";"..Montant net";"Québec";"10-2003";"$/hl";"59,5264";""
"Prix moyen du lait ";"Total (Type de production ou marché)";"Total (Composantes laitières)";"..Montant net";"Québec";"11-2003";"$/hl";"59,2688";""
"Prix moyen du lait ";"Total (Type de production ou marché)";"Total (Composantes laitières)";"..Montant net";"Québec";"12-2003";"$/hl";"60,2758";""
